horse,horseLabel,mother,motherLabel,father,fatherLabel,birthyear,deathyear,genderLabel
http://www.wikidata.org/entity/Q7914415,Vander Pool,,,http://www.wikidata.org/entity/Q5028334,Campfire,1928,,male organism
http://www.wikidata.org/entity/Q7914809,Vanguard,,,,,1835,,
http://www.wikidata.org/entity/Q7915072,Vanlandingham,,,http://www.wikidata.org/entity/Q5179853,Cox's Ridge,1981,,male organism
http://www.wikidata.org/entity/Q7915784,Variation,,,,,1827,,female organism
http://www.wikidata.org/entity/Q7917697,Veandercross,,,,,1988,,
http://www.wikidata.org/entity/Q7917968,Vedette,http://www.wikidata.org/entity/Q55091197,Mrs. Ridgway,http://www.wikidata.org/entity/Q7940799,Voltigeur,1854,,male organism
http://www.wikidata.org/entity/Q7919270,Velocipede,http://www.wikidata.org/entity/Q62027805,Juniper mare,http://www.wikidata.org/entity/Q1448928,Blacklock,1825,,male organism
http://www.wikidata.org/entity/Q7919740,Venetian Way,http://www.wikidata.org/entity/Q107552179,Firefly,http://www.wikidata.org/entity/Q104236763,Royal Coinage,1957,1964,male organism
http://www.wikidata.org/entity/Q7919937,Vengeance of Rain,,,http://www.wikidata.org/entity/Q8063464,Zabeel,2000,2011,male organism
http://www.wikidata.org/entity/Q7920361,Ventura,,,http://www.wikidata.org/entity/Q5093610,Chester House,2004,,female organism
http://www.wikidata.org/entity/Q7922739,Vert Amande,,,,,1988,,male organism
http://www.wikidata.org/entity/Q7922938,Vertigineux,,,http://www.wikidata.org/entity/Q6437279,Kris S.,1995,,female organism
http://www.wikidata.org/entity/Q7923085,Very Subtle,,,,,1984,,female organism
http://www.wikidata.org/entity/Q7923268,Vespa,,,,,1830,,female organism
http://www.wikidata.org/entity/Q7925230,Viceregal,,,http://www.wikidata.org/entity/Q1969034,Northern Dancer,1966,,male organism
http://www.wikidata.org/entity/Q7925631,Victoire Pisa,,,http://www.wikidata.org/entity/Q11325271,Neo Universe,2007,,male organism
http://www.wikidata.org/entity/Q7927179,Victorian,,,http://www.wikidata.org/entity/Q7993841,Whisk Broom II,1925,,male organism
http://www.wikidata.org/entity/Q7927493,Victory Gallop,,,http://www.wikidata.org/entity/Q5190874,Cryptoclearance,1995,,male organism
http://www.wikidata.org/entity/Q7927544,Victory Song,,,,,1944,,
http://www.wikidata.org/entity/Q7928727,Vieux Manoir,,,http://www.wikidata.org/entity/Q4957709,Brantôme,1947,,male organism
http://www.wikidata.org/entity/Q7928788,Viewed,,,,,2003,2010,male organism
http://www.wikidata.org/entity/Q7928899,Vigil,,,http://www.wikidata.org/entity/Q7933736,Virgil,1873,,male organism
http://www.wikidata.org/entity/Q7928900,Vigil II,,,,,1920,,male organism
http://www.wikidata.org/entity/Q7929008,Vigors,,,http://www.wikidata.org/entity/Q5608147,Grey Dawn II,1973,,male organism
http://www.wikidata.org/entity/Q7929463,Viking Flagship,,,,,1987,,
http://www.wikidata.org/entity/Q7931303,Vimy,,,,,1952,,male organism
http://www.wikidata.org/entity/Q7932183,Vincentive,,,http://www.wikidata.org/entity/Q5068948,Challenger,1940,,male organism
http://www.wikidata.org/entity/Q7932349,Vindication,http://www.wikidata.org/entity/Q61970475,Strawberry Reason,http://www.wikidata.org/entity/Q1457136,Seattle Slew,2000,2008,male organism
http://www.wikidata.org/entity/Q7932490,Vineyard Haven,,,http://www.wikidata.org/entity/Q6543729,Lido Palace,2006,,male organism
http://www.wikidata.org/entity/Q7932661,Vinnie Roe,,,,,1998,,male organism
http://www.wikidata.org/entity/Q7932821,Vintage Crop,,,http://www.wikidata.org/entity/Q11348940,Rousillon,1987,2014,
http://www.wikidata.org/entity/Q7933573,Virago,http://www.wikidata.org/entity/Q62020501,Virginia,http://www.wikidata.org/entity/Q7263758,Pyrrhus The First,1851,,female organism
http://www.wikidata.org/entity/Q7933736,Virgil,,,http://www.wikidata.org/entity/Q61992495,Vandal,1864,,male organism
http://www.wikidata.org/entity/Q7934657,Virginia Waters,,,http://www.wikidata.org/entity/Q3197083,Kingmambo,2002,,female organism
http://www.wikidata.org/entity/Q7934925,Virtual,,,http://www.wikidata.org/entity/Q11331695,Pivotal,2005,,male organism
http://www.wikidata.org/entity/Q7937143,Vito,,,,,1925,,male organism
http://www.wikidata.org/entity/Q7939151,Vo Rogue,,,,,1983,2012,male organism
http://www.wikidata.org/entity/Q7939315,Vodka,,,http://www.wikidata.org/entity/Q11316237,Tanino Gimlet,2004,2019,female organism
http://www.wikidata.org/entity/Q7940286,Volksraad,,,http://www.wikidata.org/entity/Q5602473,Green Desert,1988,,male organism
http://www.wikidata.org/entity/Q7940637,Volodyovski,,,,,1898,,male organism
http://www.wikidata.org/entity/Q7940690,Volponi,,,http://www.wikidata.org/entity/Q5190874,Cryptoclearance,1998,,male organism
http://www.wikidata.org/entity/Q7940766,Voltaire,http://www.wikidata.org/entity/Q115036640,Gogo Moeve,http://www.wikidata.org/entity/Q5509548,Furioso II,1979,2004,male organism
http://www.wikidata.org/entity/Q7940767,Voltaire,,,http://www.wikidata.org/entity/Q1448928,Blacklock,1826,1848,male organism
http://www.wikidata.org/entity/Q7940799,Voltigeur,http://www.wikidata.org/entity/Q55091215,Martha Lynn,http://www.wikidata.org/entity/Q7940767,Voltaire,1847,1874,male organism
http://www.wikidata.org/entity/Q7942026,Vosne Romanee,,,,,2002,,
http://www.wikidata.org/entity/Q7942391,Voy Por Ustedes,,,,,2001,,
http://www.wikidata.org/entity/Q7943330,Vuelve Candy B.,,,,,1988,,
http://www.wikidata.org/entity/Q7943452,Vulcan's Forge,,,http://www.wikidata.org/entity/Q6734291,Mahmoud,1945,,male organism
http://www.wikidata.org/entity/Q7959779,Wahid,,,http://www.wikidata.org/entity/Q14902531,Almutawakel,2002,,male organism
http://www.wikidata.org/entity/Q7960712,Wajima,,,http://www.wikidata.org/entity/Q4939078,Bold Ruler,1972,,male organism
http://www.wikidata.org/entity/Q7961094,Wakeful,,,,,1896,,female organism
http://www.wikidata.org/entity/Q7967274,Wando,,,http://www.wikidata.org/entity/Q6486046,Langfuhr,2000,,male organism
http://www.wikidata.org/entity/Q7968340,Waquoit,,,http://www.wikidata.org/entity/Q7310849,Relaunch,1983,2007,male organism
http://www.wikidata.org/entity/Q7968391,War Cloud,,,http://www.wikidata.org/entity/Q7226534,Polymelus,1915,,male organism
http://www.wikidata.org/entity/Q7968431,War Emblem,http://www.wikidata.org/entity/Q87750582,Sweetest Lady,http://www.wikidata.org/entity/Q17361617,Our Emblem,1999,2020,male organism
http://www.wikidata.org/entity/Q7968500,War Of Attrition,,,,,1999,,
http://www.wikidata.org/entity/Q7968514,War Pass,,,http://www.wikidata.org/entity/Q5092197,Cherokee Run,2005,,male organism
http://www.wikidata.org/entity/Q7968524,War Relic,http://www.wikidata.org/entity/Q61969123,Friar's Carse,http://www.wikidata.org/entity/Q114218,Man o' War,1938,1963,male organism
http://www.wikidata.org/entity/Q7969565,Warm Spell,,,http://www.wikidata.org/entity/Q16958871,Northern Baby,1988,,
http://www.wikidata.org/entity/Q7969814,Warning,,,http://www.wikidata.org/entity/Q6423452,Known Fact,1985,,male organism
http://www.wikidata.org/entity/Q7970851,Warrsan,,,,,1998,2006,male organism
http://www.wikidata.org/entity/Q7971281,Was,,,http://www.wikidata.org/entity/Q3094737,Galileo,2009,,female organism
http://www.wikidata.org/entity/Q7974526,Watervale,,,,,1908,,male organism
http://www.wikidata.org/entity/Q7974735,Watling Street,,,http://www.wikidata.org/entity/Q5430908,Fairway,1939,,male organism
http://www.wikidata.org/entity/Q7975440,Waverley Star,,,,,1982,,
http://www.wikidata.org/entity/Q7975736,Waxy,http://www.wikidata.org/entity/Q61987472,Maria,http://www.wikidata.org/entity/Q7235103,Potoooooooo,1790,1818,male organism
http://www.wikidata.org/entity/Q7975831,Waya,,,,,1974,,female organism
http://www.wikidata.org/entity/Q7975900,Waygood,,,http://www.wikidata.org/entity/Q17027108,Tracery,1920,,male organism
http://www.wikidata.org/entity/Q7976900,Wayward Lad,,,,,1975,,
http://www.wikidata.org/entity/Q7976901,Wayward Lass,,,,,1978,,male organism
